Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
7902607,E12000007,H,5,1,2,3,1,2,2,2,4,6,8,7,4,-9,,4
7902600,E12000007,H,2,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7902575,E12000007,H,3,1,2,3,1,2,2,2,1,1,9,9,5,-9,,3
7903440,E12000007,H,2,1,2,1,1,2,1,2,1,1,-9,-9,-9,-9,,-9
7903437,E12000007,H,2,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,,2
7903649,E12000007,H,1,1,2,8,5,2,1,4,1,2,5,8,2,-9,,4
7902583,E12000007,H,2,1,2,1,1,1,1,1,2,2,-9,-9,-9,-9,,-9
7903463,E12000007,H,2,1,2,1,1,1,2,2,1,2,-9,-9,-9,-9,,-9
7903966,E12000007,H,2,1,1,2,1,1,2,1,5,2,4,-9,-9,-9,,2
7904300,E12000007,H,1,1,1,6,1,2,2,4,4,9,9,5,4,-9,,3
7903152,E12000007,H,4,1,1,2,1,1,2,1,4,2,6,-9,-9,-9,,2
7903153,E12000007,H,1,1,2,7,4,2,2,5,4,2,5,9,4,-9,,4
7904717,E12000007,H,-9,3,1,4,2,2,2,2,5,6,9,2,11,-9,,-9
7903232,E12000007,H,2,1,2,1,1,2,1,1,4,2,-9,-9,-9,-9,,-9
7904706,E12000007,H,1,1,2,6,2,2,2,1,3,1,9,-9,-9,-9,,4
7904707,E12000007,H,1,1,1,2,1,1,1,2,3,9,6,-9,-9,-9,,2
7904701,E12000007,H,2,1,2,1,1,2,2,1,1,9,-9,-9,-9,-9,,-9
7901722,E12000007,H,1,1,2,7,5,2,1,2,1,9,5,9,9,-9,,4
7904514,E12000007,H,5,1,2,1,1,1,1,5,1,6,-9,-9,-9,-9,,-9
7902382,E12000007,H,2,1,2,5,2,2,2,5,4,6,9,-9,-9,-9,,4
7903027,E12000007,H,5,1,1,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7902471,E12000007,H,2,1,2,3,2,2,2,2,2,2,9,9,8,-9,,3
7903848,E12000007,H,1,1,2,7,1,2,1,1,1,2,5,6,12,-9,,4
7903366,E12000007,H,5,1,1,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7904287,E12000007,H,5,1,1,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7902652,E12000007,H,4,1,1,2,1,2,1,1,4,2,9,-9,-9,-9,,3
7903686,E12000007,H,5,1,1,3,1,2,1,1,4,2,3,7,4,-9,,3
7902099,E12000007,H,5,1,1,1,1,1,2,1,2,2,-9,-9,-9,-9,,-9
7903420,E12000007,H,5,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7904399,E12000007,H,5,1,2,2,1,1,1,3,2,1,4,-9,-9,-9,,2
7904638,E12000007,H,3,1,2,2,1,1,1,3,4,6,6,9,8,-9,,2
7903291,E12000007,H,6,1,1,2,1,1,1,1,2,9,6,7,4,-9,,2
7902890,E12000007,H,5,1,2,1,1,1,2,1,1,1,-9,-9,-9,-9,,-9
7903178,E12000007,H,5,1,2,1,1,1,1,2,2,2,-9,-9,-9,-9,,-9
7903206,E12000007,H,5,1,2,1,1,1,1,2,4,1,-9,-9,-9,-9,,-9
7902657,E12000007,H,5,1,2,1,1,2,2,2,4,2,-9,-9,-9,-9,,-9
7904045,E12000007,H,5,1,1,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7902913,E12000007,H,5,1,2,4,1,2,1,2,2,6,7,-9,-9,-9,,4
7903666,E12000007,H,5,1,2,2,1,2,1,2,2,1,3,6,12,-9,,4
7904688,E12000007,H,-9,3,1,2,1,1,2,1,3,9,6,-9,-9,-9,,-9
7904199,E12000007,H,3,1,2,1,1,1,2,1,4,2,-9,-9,-9,-9,,-9
7902268,E12000007,H,5,1,2,1,1,1,1,2,2,1,-9,-9,-9,-9,,-9
7903323,E12000007,H,1,1,2,4,4,2,2,1,2,2,8,2,10,-9,,2
7903144,E12000007,H,1,1,2,4,4,2,1,2,4,2,3,7,8,-9,,4
7903427,E12000007,H,-9,3,2,2,1,1,2,1,3,6,6,-9,-9,-9,,-9
7903503,E12000007,H,5,1,2,1,1,2,1,1,4,2,-9,-9,-9,-9,,-9
7903524,E12000007,H,1,1,1,4,1,2,1,3,4,6,8,-9,-9,-9,,4
7904691,E12000007,H,1,1,1,3,1,1,2,2,3,1,6,3,8,-9,,2
7902643,E12000007,H,5,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9,,-9
7904616,E12000007,H,4,1,1,8,5,2,1,4,1,1,5,8,6,-9,,3
7903307,E12000007,H,3,1,1,5,1,2,2,1,3,6,3,2,12,-9,,2
7903438,E12000007,H,1,1,2,7,5,2,2,3,3,6,5,-9,-9,-9,,3
7903289,E12000007,H,5,1,1,2,1,1,1,1,4,1,6,7,4,-9,,2
7898865,E12000007,H,2,1,1,2,1,2,1,1,1,2,9,-9,-9,-9,,1
7899485,E12000007,H,2,1,2,8,2,2,1,5,1,2,8,2,12,-9,,1
7899600,E12000007,H,5,1,2,5,1,2,2,2,1,9,3,4,11,-9,,2
7899647,E12000007,H,1,1,2,2,1,1,2,1,4,2,4,9,8,-9,,2
7899211,E12000007,H,1,1,1,2,1,1,2,2,3,1,6,-9,-9,-9,,2
7898730,E12000007,H,5,1,2,2,1,1,1,3,1,2,6,-9,-9,-9,,2
7898530,E12000007,H,5,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9,,-9
7898953,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7899031,E12000007,H,2,1,1,7,2,2,1,2,1,2,5,9,12,-9,,4
7899508,E12000007,H,2,1,2,5,2,2,1,2,1,2,7,3,7,-9,,1
7899554,E12000007,H,2,1,2,2,2,2,2,1,4,2,9,3,11,-9,,3
7899299,E12000007,H,1,1,2,8,5,2,2,3,1,9,9,-9,-9,-9,,4
7898702,E12000007,H,3,1,1,1,1,1,2,1,5,6,-9,-9,-9,-9,,-9
7898749,E12000007,H,1,1,1,6,1,2,1,5,1,1,8,5,2,-9,,4
7899908,E12000007,H,5,1,2,1,1,1,1,2,4,1,-9,-9,-9,-9,,-9
7898839,E12000007,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7900029,E12000007,H,2,1,2,4,2,2,2,1,5,2,9,1,4,-9,,2
7899169,E12000007,H,1,1,1,2,1,1,2,3,3,1,6,-9,-9,-9,,2
7898727,E12000007,H,2,1,2,4,2,2,2,3,1,2,7,-9,-9,-9,,3
7898509,E12000007,H,2,1,2,2,1,1,2,1,3,2,6,7,4,-9,,2
7899783,E12000007,H,5,1,2,3,1,2,1,2,1,2,9,7,4,-9,,4
7899355,E12000007,H,2,1,2,4,2,2,2,3,1,6,7,-9,-9,-9,,4
7899412,E12000007,H,5,1,2,1,1,1,1,2,2,2,-9,-9,-9,-9,,-9
7899446,E12000007,H,2,1,1,7,2,2,2,2,1,9,5,1,7,-9,,2
7898850,E12000007,H,5,1,2,2,1,2,1,2,2,7,7,7,12,-9,,4
7898924,E12000007,H,2,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,,2
7899751,E12000007,H,2,1,1,1,1,1,2,2,1,9,-9,-9,-9,-9,,-9
7898830,E12000007,H,2,1,2,8,2,2,2,3,1,5,9,4,8,-9,,2
7899060,E12000007,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7899597,E12000007,H,2,1,2,8,2,2,2,2,1,2,5,2,8,-9,,2
7899560,E12000007,H,5,1,1,1,1,2,1,1,4,6,-9,-9,-9,-9,,-9
7901201,E12000007,H,1,1,1,7,5,2,1,2,1,2,5,-9,-9,-9,,4
7901272,E12000007,H,2,1,2,2,1,2,1,2,1,2,6,7,4,-9,,2
7901230,E12000007,H,1,1,1,6,4,2,1,4,1,1,8,3,8,-9,,2
7901320,E12000007,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7901576,E12000007,H,1,1,1,8,5,2,1,3,1,2,5,7,7,-9,,4
7901368,E12000007,H,3,1,1,5,1,2,1,3,1,2,7,8,8,-9,,4
7901228,E12000007,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7901264,E12000007,H,2,1,2,1,1,1,1,2,1,2,-9,-9,-9,-9,,-9
7901590,E12000007,H,2,1,1,7,2,2,1,2,1,2,5,2,10,-9,,1
7901215,E12000007,H,2,1,1,2,1,1,1,1,3,6,6,-9,-9,-9,,2
7901583,E12000007,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7901376,E12000007,H,2,1,2,7,2,2,1,3,1,2,5,4,9,-9,,4
7901160,E12000007,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7901179,E12000007,H,2,1,2,4,2,2,1,1,1,2,3,7,4,-9,,4
7901484,E12000007,H,1,1,2,1,1,2,2,1,3,6,-9,-9,-9,-9,,-9
7901458,E12000007,H,5,1,1,1,1,1,2,1,3,2,-9,-9,-9,-9,,-9
7901234,E12000007,H,2,1,1,1,1,1,1,1,3,9,-9,-9,-9,-9,,-9
7901297,E12000007,H,2,1,2,3,2,2,2,2,5,3,7,7,4,-9,,3
7901178,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7657298,E12000007,H,2,1,2,4,2,2,2,1,3,3,7,5,5,-9,,2
7901314,E12000007,H,3,1,2,1,1,2,1,2,1,2,-9,-9,-9,-9,,-9
7901324,E12000007,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7901434,E12000007,H,2,1,1,1,1,1,2,1,1,9,-9,-9,-9,-9,,-9
7901336,E12000007,H,5,1,2,1,1,1,1,1,2,6,-9,-9,-9,-9,,-9
7901236,E12000007,H,2,1,2,1,1,2,1,1,2,1,-9,-9,-9,-9,,-9
7902141,E12000007,H,3,1,1,1,1,2,1,2,1,1,-9,-9,-9,-9,,-9
7902486,E12000007,H,1,1,2,8,5,2,2,4,4,2,5,6,6,-9,,4
7902391,E12000007,H,5,1,2,3,1,2,1,2,2,1,3,8,8,-9,,4
7903010,E12000007,H,3,1,2,3,1,1,2,1,1,1,6,4,9,-9,,2
7903009,E12000007,H,5,1,1,1,1,2,1,1,4,2,-9,-9,-9,-9,,-9
7903007,E12000007,H,1,1,1,3,4,2,2,1,4,6,3,7,4,-9,,4
7903075,E12000007,H,2,1,2,2,1,1,1,1,1,2,6,-9,-9,-9,,2
7903065,E12000007,H,5,1,2,1,1,1,1,1,4,9,-9,-9,-9,-9,,-9
7902994,E12000007,H,5,1,2,3,1,2,2,2,2,2,3,2,8,-9,,1
7902418,E12000007,H,1,1,2,7,5,2,2,4,4,2,5,5,1,-9,,4
7901996,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7902976,E12000007,H,4,1,1,7,4,2,1,4,1,2,5,9,6,-9,,4
7903062,E12000007,H,5,1,2,1,1,1,1,2,4,2,-9,-9,-9,-9,,-9
7902514,E12000007,H,5,1,2,5,3,1,2,1,1,2,4,9,5,-9,,2
7903077,E12000007,H,1,1,2,2,1,1,2,1,1,2,6,9,2,-9,,2
7903006,E12000007,H,5,1,2,7,5,2,2,3,4,2,5,2,10,-9,,1
7902012,E12000007,H,5,1,1,2,1,2,1,1,1,2,9,7,4,-9,,2
7902416,E12000007,H,2,1,2,1,1,1,2,2,2,2,-9,-9,-9,-9,,-9
7902975,E12000007,H,3,1,1,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7902407,E12000007,H,2,1,2,1,1,2,1,1,4,6,-9,-9,-9,-9,,-9
7902010,E12000007,H,2,1,2,5,2,2,1,2,1,1,7,2,7,-9,,2
7901980,E12000007,H,3,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,,-9
7901960,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7901961,E12000007,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7903100,E12000007,H,1,1,1,5,1,2,1,4,1,8,8,7,4,-9,,4
7901970,E12000007,H,2,1,2,1,1,2,1,1,1,9,-9,-9,-9,-9,,-9
7902400,E12000007,H,2,1,1,4,2,2,2,3,1,1,8,9,5,-9,,4
7902023,E12000007,H,5,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7894543,E12000007,H,2,1,2,1,1,1,1,2,3,4,-9,-9,-9,-9,,-9
7894949,E12000007,H,5,1,2,3,1,2,1,1,3,6,7,6,12,-9,,4
7894561,E12000007,H,2,1,2,1,1,2,1,1,1,9,-9,-9,-9,-9,,-9
7894992,E12000007,H,2,1,2,6,2,2,2,4,3,6,5,4,4,-9,,3
7894991,E12000007,H,2,1,2,8,2,2,1,2,1,2,5,2,10,-9,,1
7894549,E12000007,H,5,1,2,4,1,2,2,2,4,6,7,6,7,-9,,4
7894982,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7894567,E12000007,H,2,1,2,7,2,2,1,2,1,2,5,5,2,-9,,3
7895009,E12000007,H,1,1,2,7,1,2,2,2,3,6,5,2,10,-9,,1
7894576,E12000007,H,5,1,2,7,5,2,2,1,3,4,5,4,6,-9,,2
7894998,E12000007,H,2,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,,-9
7894602,E12000007,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7895012,E12000007,H,1,1,2,2,1,2,1,2,4,2,3,-9,-9,-9,,4
7894604,E12000007,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7895016,E12000007,H,2,1,1,2,1,1,1,1,1,1,6,-9,-9,-9,,2
7894574,E12000007,H,1,1,2,8,4,2,1,2,1,2,5,9,9,-9,,4
7894585,E12000007,H,2,1,2,2,1,1,1,1,5,6,6,-9,-9,-9,,2
7894584,E12000007,H,5,1,2,7,5,2,2,2,3,4,5,9,2,-9,,4
7894595,E12000007,H,5,1,1,1,1,1,1,1,4,6,-9,-9,-9,-9,,-9
7894601,E12000007,H,3,1,1,1,1,1,1,1,4,6,-9,-9,-9,-9,,-9
7894563,E12000007,H,2,1,2,2,1,1,1,1,3,3,6,-9,-9,-9,,2
7894648,E12000007,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7894599,E12000007,H,1,1,2,6,5,2,1,3,1,2,5,1,11,-9,,2
7894628,E12000007,H,1,1,1,2,1,1,2,1,5,6,6,-9,-9,-9,,2
7894579,E12000007,H,1,1,2,8,1,2,1,3,1,2,5,4,7,-9,,2
7894606,E12000007,H,2,1,1,1,1,1,2,2,3,4,-9,-9,-9,-9,,-9
7894581,E12000007,H,2,1,1,1,1,1,1,1,3,9,-9,-9,-9,-9,,-9
7894656,E12000007,H,2,1,2,1,1,2,1,1,3,7,-9,-9,-9,-9,,-9
7894668,E12000007,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,,2
7894646,E12000007,H,2,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,,-9
7894674,E12000007,H,2,1,1,1,1,1,1,1,3,9,-9,-9,-9,-9,,-9
7894617,E12000007,H,1,1,2,8,1,2,1,2,1,9,5,2,11,-9,,1
7894641,E12000007,H,2,1,2,5,2,2,1,4,1,2,8,9,12,-9,,2
7894619,E12000007,H,2,1,1,1,1,1,1,2,3,2,-9,-9,-9,-9,,-9
7894610,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7894618,E12000007,H,5,1,2,3,4,2,2,2,3,7,9,9,10,-9,,4
7894685,E12000007,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7900012,E12000007,H,5,1,2,3,1,2,2,2,5,6,9,2,2,-9,,1
7899619,E12000007,H,4,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,,-9
7899235,E12000007,H,1,1,2,8,4,2,1,2,1,9,9,3,6,-9,,2
7899251,E12000007,H,2,1,2,6,2,2,2,3,2,9,5,6,12,-9,,1
7898731,E12000007,H,5,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7898585,E12000007,H,6,1,1,2,1,1,1,1,1,1,6,-9,-9,-9,,2
7898893,E12000007,H,2,1,2,6,2,2,1,3,1,2,5,2,11,-9,,2
7899927,E12000007,H,-9,3,1,2,1,1,2,1,1,2,6,-9,-9,-9,,-9
7899374,E12000007,H,6,1,2,2,1,2,1,1,1,2,9,9,5,-9,,2
7899491,E12000007,H,1,1,1,6,3,2,1,4,1,9,8,1,6,-9,,4
7899197,E12000007,H,1,1,2,8,1,2,1,3,1,2,5,2,12,-9,,1
7898472,E12000007,H,2,1,2,7,2,2,2,2,5,6,5,9,5,-9,,4
7898474,E12000007,H,-9,3,2,3,2,2,2,1,4,6,7,-9,-9,-9,,-9
7899932,E12000007,H,5,1,2,1,1,1,1,1,2,2,-9,-9,-9,-9,,-9
7898952,E12000007,H,2,1,2,4,2,2,2,1,1,1,3,1,6,-9,,2
7899562,E12000007,H,2,1,1,1,1,2,1,1,5,6,-9,-9,-9,-9,,-9
7899829,E12000007,H,1,1,2,2,1,1,2,1,1,5,6,-9,-9,-9,,2
7899319,E12000007,H,6,1,1,2,1,1,2,1,1,2,6,-9,-9,-9,,2
7899217,E12000007,H,6,1,2,6,1,2,2,1,1,2,5,6,5,-9,,3
7898540,E12000007,H,3,1,1,7,4,2,1,1,1,8,5,5,2,-9,,4
7898491,E12000007,H,1,1,1,6,4,2,1,4,1,1,8,3,9,-9,,2
7898947,E12000007,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7898913,E12000007,H,3,1,2,6,1,2,1,1,1,2,5,7,4,-9,,4
7899918,E12000007,H,2,1,2,4,2,2,2,1,3,2,7,1,7,-9,,1
7899428,E12000007,H,3,1,2,2,1,2,2,1,3,1,9,3,4,-9,,2
7899996,E12000007,H,2,1,1,3,2,1,2,1,1,6,6,4,12,-9,,2
7899215,E12000007,H,5,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,,-9
7899207,E12000007,H,1,1,1,7,3,2,2,2,5,6,5,4,5,-9,,2
7899128,E12000007,H,1,1,2,3,1,2,2,1,1,2,3,3,8,-9,,2
7898795,E12000007,H,2,1,1,6,2,2,2,1,1,2,5,3,7,-9,,2
7899530,E12000007,H,1,1,2,8,4,2,2,4,3,6,5,5,2,-9,,4
7899831,E12000007,H,1,1,2,7,2,2,2,1,1,2,7,3,10,-9,,2
7901274,E12000007,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7901164,E12000007,H,1,1,2,8,1,2,1,3,1,2,5,3,6,-9,,2
7901255,E12000007,H,2,1,1,8,2,2,1,3,1,2,5,-9,-9,-9,,4
7901460,E12000007,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7901129,E12000007,H,2,1,2,6,2,2,2,2,1,2,7,-9,-9,-9,,3
7901278,E12000007,H,2,1,2,8,2,2,1,2,1,2,5,4,9,-9,,2
7901121,E12000007,H,5,1,2,4,1,2,1,1,1,2,6,6,12,-9,,2
7901116,E12000007,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7901469,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7901453,E12000007,H,2,1,2,4,2,2,2,3,1,2,8,-9,-9,-9,,3
7901438,E12000007,H,2,1,1,6,2,2,1,2,1,2,5,2,11,-9,,4
7901126,E12000007,H,2,1,2,1,1,1,1,3,1,2,-9,-9,-9,-9,,-9
7901450,E12000007,H,2,1,2,5,2,2,1,1,1,2,7,7,4,-9,,2
7901189,E12000007,H,1,1,1,3,2,1,2,2,3,4,6,2,10,-9,,2
7901301,E12000007,H,2,1,2,7,2,2,1,2,1,9,5,9,5,-9,,4
7901268,E12000007,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7901280,E12000007,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,,-9
7900926,E12000007,H,1,1,2,8,5,2,1,3,1,2,5,6,11,-9,,4
7900995,E12000007,H,2,1,2,2,1,1,2,1,3,2,6,-9,-9,-9,,2
7901021,E12000007,H,2,1,2,2,1,1,1,1,1,1,6,7,4,-9,,2
7900883,E12000007,H,3,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,,-9
7900891,E12000007,H,5,1,2,1,1,1,1,1,5,6,-9,-9,-9,-9,,-9
7900932,E12000007,H,2,1,1,7,2,2,1,2,1,1,5,1,6,-9,,2
7901283,E12000007,H,2,1,1,1,1,1,1,1,3,9,-9,-9,-9,-9,,-9
7901022,E12000007,H,2,1,1,6,2,2,2,2,3,1,5,1,5,-9,,4
7900930,E12000007,H,2,1,1,1,1,1,2,2,3,2,-9,-9,-9,-9,,-9
7901114,E12000007,H,5,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,,-9
7900895,E12000007,H,-9,2,2,3,2,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7901472,E12000007,H,2,1,1,2,1,2,1,1,1,1,3,9,6,-9,,1
7901470,E12000007,H,2,1,2,4,2,2,1,2,1,2,7,4,12,-9,,2
7901419,E12000007,H,2,1,2,7,2,2,1,2,1,2,5,3,8,-9,,4
7900901,E12000007,H,2,1,1,2,1,1,2,1,3,6,6,-9,-9,-9,,2
7901520,E12000007,H,5,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9,,-9
7901015,E12000007,H,2,1,2,7,2,2,2,2,1,2,5,3,11,-9,,2
7901394,E12000007,H,2,1,2,4,2,2,1,2,1,2,7,1,6,-9,,1
7904072,E12000007,H,2,1,2,3,2,2,2,2,1,2,6,2,10,-9,,2
7901969,E12000007,H,2,1,2,1,1,1,1,2,1,2,-9,-9,-9,-9,,-9
7901843,E12000007,H,5,1,2,7,4,2,2,4,4,2,5,9,11,-9,,4
7904097,E12000007,H,1,1,1,8,1,2,1,2,1,2,5,5,3,-9,,3
7902031,E12000007,H,2,1,1,2,5,1,1,1,3,9,6,-9,-9,-9,,2
7902992,E12000007,H,1,1,1,3,1,1,2,2,5,9,6,9,5,-9,,2
7904092,E12000007,H,5,1,2,1,1,1,1,1,2,1,-9,-9,-9,-9,,-9
7901976,E12000007,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7903069,E12000007,H,2,1,1,6,2,2,1,3,1,2,5,1,2,-9,,1
7902328,E12000007,H,1,1,1,5,1,2,1,4,1,1,8,3,12,-9,,1
7901807,E12000007,H,4,1,1,5,1,2,1,4,4,2,8,8,9,-9,,4
7904094,E12000007,H,1,1,1,8,5,2,1,3,1,2,5,5,3,-9,,3
7902330,E12000007,H,2,1,1,6,2,2,1,3,1,2,3,5,3,-9,,4
7902331,E12000007,H,2,1,2,6,2,2,2,3,3,3,7,-9,-9,-9,,4
7904400,E12000007,H,5,1,1,1,1,1,1,1,2,1,-9,-9,-9,-9,,-9
7901796,E12000007,H,1,1,1,3,1,2,1,2,1,1,9,9,1,-9,,1
7901998,E12000007,H,1,1,2,5,5,2,1,3,1,1,9,6,9,-9,,4
7904396,E12000007,H,1,1,2,7,4,2,2,2,4,2,3,6,11,-9,,4
7902284,E12000007,H,5,1,2,2,1,1,1,2,2,2,6,-9,-9,-9,,2
7904410,E12000007,H,5,1,1,1,1,1,1,3,4,2,-9,-9,-9,-9,,-9
7904413,E12000007,H,2,1,2,3,2,2,2,1,1,2,9,6,4,-9,,2
7901794,E12000007,H,1,1,1,5,1,2,1,4,1,1,8,1,6,-9,,2
7902340,E12000007,H,5,1,1,1,1,2,1,1,4,2,-9,-9,-9,-9,,-9
7902461,E12000007,H,1,1,2,7,4,2,2,4,4,2,5,1,11,-9,,2
7902213,E12000007,H,2,1,1,2,5,1,1,2,1,2,6,1,4,-9,,2
7901795,E12000007,H,2,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,,-9
7901815,E12000007,H,1,1,2,5,4,2,1,5,1,2,8,-9,-9,-9,,4
7902298,E12000007,H,5,1,2,1,1,2,1,1,4,9,-9,-9,-9,-9,,-9
7902344,E12000007,H,5,1,1,2,1,2,1,1,1,2,3,9,3,-9,,3
7904407,E12000007,H,-9,2,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7902341,E12000007,H,5,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9,,-9
7902507,E12000007,H,5,1,2,1,1,1,1,2,4,2,-9,-9,-9,-9,,-9
7902506,E12000007,H,5,1,1,2,1,1,1,2,4,2,6,-9,-9,-9,,2
7902505,E12000007,H,5,1,2,5,3,2,1,2,4,2,3,9,12,-9,,4
7902267,E12000007,H,2,1,1,2,1,1,2,1,4,2,6,-9,-9,-9,,2
7904398,E12000007,H,1,1,1,5,1,2,1,1,4,8,3,7,9,-9,,2
7898688,E12000007,H,3,1,1,5,1,2,2,2,3,6,9,8,8,-9,,4
7898669,E12000007,H,2,1,2,7,2,2,2,2,4,1,5,7,4,-9,,1
7898739,E12000007,H,2,1,2,5,2,2,2,2,1,2,7,6,8,-9,,1
7898789,E12000007,H,2,1,2,8,2,2,2,3,1,9,5,8,2,-9,,4
7898746,E12000007,H,1,1,1,5,4,2,1,3,1,3,8,9,3,-9,,4
7898744,E12000007,H,5,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,,-9
7898761,E12000007,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,,-9
7898785,E12000007,H,3,1,1,6,2,2,1,2,1,2,5,4,10,-9,,3
7898677,E12000007,H,3,1,1,6,1,2,1,3,1,2,5,6,8,-9,,4
7898718,E12000007,H,1,1,1,4,1,2,2,4,4,6,8,-9,-9,-9,,4
7898538,E12000007,H,5,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,,2
7898529,E12000007,H,2,1,2,1,1,2,1,1,1,9,-9,-9,-9,-9,,-9
7898507,E12000007,H,2,1,2,3,2,2,1,1,1,1,6,4,8,-9,,2
7898511,E12000007,H,2,1,2,3,1,2,2,4,3,6,8,-9,-9,-9,,4
7898515,E12000007,H,5,1,2,1,1,1,2,1,1,6,-9,-9,-9,-9,,-9
7898524,E12000007,H,1,1,1,7,4,2,2,1,1,1,5,3,6,-9,,2
7898483,E12000007,H,2,1,1,5,2,2,2,3,5,6,8,-9,-9,-9,,4
7898602,E12000007,H,1,1,1,6,4,2,1,3,1,2,9,9,4,-9,,4
7898494,E12000007,H,5,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7898446,E12000007,H,2,1,2,1,1,1,2,2,4,6,-9,-9,-9,-9,,-9
7898533,E12000007,H,-9,2,2,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,,-9
7898485,E12000007,H,2,1,1,1,1,1,1,1,2,6,-9,-9,-9,-9,,-9
7898541,E12000007,H,5,1,2,3,1,2,1,4,1,2,9,6,12,-9,,4
7898512,E12000007,H,5,1,2,2,1,1,1,1,1,2,6,-9,-9,-9,,2
7898545,E12000007,H,2,1,1,1,1,1,1,1,4,2,-9,-9,-9,-9,,-9
7898573,E12000007,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,,-9
7898496,E12000007,H,1,1,2,6,1,2,2,3,4,9,5,-9,-9,-9,,4
7898499,E12000007,H,5,1,1,1,1,1,1,2,5,6,-9,-9,-9,-9,,-9
7898448,E12000007,H,5,1,2,2,1,2,2,2,4,6,7,-9,-9,-9,,2
7898589,E12000007,H,3,1,1,6,2,2,1,2,1,2,7,9,2,-9,,4
7898609,E12000007,H,1,1,2,7,5,2,1,4,1,2,9,9,10,-9,,4
